code_marca_modelo,codeFipe,ano_modelo
13_7420,011164-3,2017-1
13_7420,011164-3,2016-1
13_7421,011165-1,2018-1
13_7421,011165-1,2017-1
13_7421,011165-1,2016-1
13_7422,011162-7,2018-1
13_7422,011162-7,2017-1
13_7422,011162-7,2016-1
13_7423,011163-5,2021-1
13_7423,011163-5,2020-1
13_7423,011163-5,2019-1
13_7423,011163-5,2018-1
13_7423,011163-5,2017-1
13_7423,011163-5,2016-1
13_7424,011166-0,2019-1
13_7424,011166-0,2018-1
13_7424,011166-0,2017-1
13_7424,011166-0,2016-1
13_7425,011161-9,2017-1
13_7425,011161-9,2016-1
13_7426,011160-0,2019-1
13_7426,011160-0,2018-1
13_7426,011160-0,2017-1
13_7426,011160-0,2016-1
13_7427,011159-7,2018-1
13_7427,011159-7,2017-1
13_7427,011159-7,2016-1
13_7585,011170-8,2021-1
13_7585,011170-8,2020-1
13_7585,011170-8,2019-1
13_7585,011170-8,2018-1
13_7585,011170-8,2017-1
13_7585,011170-8,2016-1
13_7586,011171-6,2020-1
13_7586,011171-6,2019-1
13_7586,011171-6,2018-1
13_7586,011171-6,2017-1
13_7587,011169-4,2020-1
13_7587,011169-4,2019-1
13_7587,011169-4,2018-1
13_7587,011169-4,2017-1
13_7587,011169-4,2016-1
13_7588,011168-6,2019-1
13_7588,011168-6,2018-1
13_7588,011168-6,2017-1
13_7588,011168-6,2016-1
13_7589,011167-8,2018-1
13_7589,011167-8,2017-1
13_7589,011167-8,2016-1
13_7658,011172-4,2017-1
13_7684,011173-2,2018-1
13_7684,011173-2,2017-1
13_7685,011174-0,2017-1
13_7730,011175-9,2017-1
13_7731,011176-7,2017-1
13_7787,011177-5,2018-1
13_7787,011177-5,2017-1
13_7897,011178-3,2017-1
13_7903,011179-1,2017-1
13_7962,011180-5,2020-1
13_7962,011180-5,2019-1
13_7962,011180-5,2018-1
13_7963,011182-1,2020-1
13_7963,011182-1,2019-1
13_7963,011182-1,2018-1
13_7964,011181-3,2021-1
13_7964,011181-3,2020-1
13_7964,011181-3,2019-1
13_7964,011181-3,2018-1
13_8003,011183-0,2018-1
13_8003,011183-0,2017-1
13_8045,011184-8,2017-1
13_8077,011185-6,2020-3
13_8077,011185-6,2019-3
13_8077,011185-6,2018-3
13_8078,011186-4,2022-3
13_8078,011186-4,2021-3
13_8078,011186-4,2020-3
13_8078,011186-4,2019-3
13_8078,011186-4,2018-3
13_8234,011188-0,2019-1
13_8234,011188-0,2018-1
13_8235,011187-2,2021-1
13_8235,011187-2,2020-1
13_8235,011187-2,2019-1
13_8235,011187-2,2018-1
13_8341,011190-2,2021-1
13_8341,011190-2,2020-1
13_8341,011190-2,2019-1
13_8342,011189-9,2022-3
13_8342,011189-9,2021-3
13_8342,011189-9,2020-3
13_8342,011189-9,2019-3
13_8342,011189-9,2018-3
13_8391,011194-5,2019-1
13_8391,011194-5,2018-1
13_8466,011198-8,32000-1
13_8466,011198-8,2024-1
13_8466,011198-8,2023-1
13_8466,011198-8,2022-1
13_8466,011198-8,2021-1
13_8466,011198-8,2020-1
13_8466,011198-8,2019-1
13_8467,011199-6,2020-1
13_8467,011199-6,2019-1
13_8469,011197-0,32000-1
13_8469,011197-0,2024-1
13_8469,011197-0,2023-1
13_8469,011197-0,2022-1
13_8469,011197-0,2021-1
13_8469,011197-0,2020-1
13_8469,011197-0,2019-1
13_8470,011200-3,2020-1
13_8470,011200-3,2019-1
13_8471,011196-1,2021-1
13_8471,011196-1,2020-1
13_8471,011196-1,2019-1
13_8472,011195-3,32000-1
13_8472,011195-3,2024-1
13_8472,011195-3,2023-1
13_8472,011195-3,2022-1
13_8472,011195-3,2021-1
13_8472,011195-3,2020-1
13_8472,011195-3,2019-1
13_8515,011203-8,2019-1
13_8515,011203-8,2018-1
13_8516,011202-0,2022-3
13_8516,011202-0,2021-3
13_8516,011202-0,2020-3
13_8516,011202-0,2019-3
13_8516,011202-0,2018-3
13_8737,011205-4,2020-1
13_8738,011207-0,2020-1
13_8739,011204-6,2020-1
13_8740,011206-2,2020-1
13_8882,011208-9,2019-1
13_8883,011209-7,2022-3
13_8883,011209-7,2021-3
13_8883,011209-7,2020-3
13_8883,011209-7,2019-3
13_9191,011211-9,32000-1
13_9191,011211-9,2024-1
13_9191,011211-9,2023-1
13_9191,011211-9,2022-1
13_9191,011211-9,2021-1
13_9192,011210-0,2022-3
13_9192,011210-0,2021-3
13_9207,011212-7,2021-1
13_9346,011192-9,2019-1
13_9347,011193-7,2020-1
13_9347,011193-7,2019-1
13_9347,011193-7,2018-1
13_9453,011213-5,2022-1
13_9556,011214-3,2022-3
13_9556,011214-3,2021-3
13_9585,011191-0,2020-1
13_9585,011191-0,2019-1
13_9586,011201-1,2021-1
13_9586,011201-1,2020-1
13_9586,011201-1,2019-1
13_9609,011215-1,32000-1
13_9609,011215-1,2023-1
13_9609,011215-1,2022-1
13_9741,011216-0,32000-3
13_9741,011216-0,2024-3
13_9741,011216-0,2023-3
13_9741,011216-0,2022-3
13_9742,011217-8,32000-3
13_9742,011217-8,2024-3
13_9742,011217-8,2023-3
13_9742,011217-8,2022-3
13_9757,011221-6,32000-1
13_9757,011221-6,2023-1
13_9757,011221-6,2022-1
13_9759,011218-6,32000-1
13_9759,011218-6,2023-1
13_9759,011218-6,2022-1
13_9763,011220-8,32000-3
13_9763,011220-8,2023-3
13_9763,011220-8,2022-3
13_9764,011219-4,32000-3
13_9764,011219-4,2023-3
13_9764,011219-4,2022-3
136_4392,064002-6,2012-1
136_4392,064002-6,2011-1
136_4392,064002-6,2010-1
136_4392,064002-6,2009-1
136_4392,064002-6,2008-1
136_4392,064002-6,2007-1
136_4392,064002-6,2006-1
136_4392,064002-6,2005-1
136_4393,064004-2,2012-1
136_4393,064004-2,2011-1
136_4393,064004-2,2010-1
136_4393,064004-2,2009-1
136_4393,064004-2,2008-1
136_4393,064004-2,2007-1
136_4394,064003-4,2012-1
136_4394,064003-4,2011-1
136_4394,064003-4,2010-1
136_4394,064003-4,2009-1
136_4394,064003-4,2008-1
136_4394,064003-4,2007-1
136_4394,064003-4,2006-1
136_4395,064001-8,2009-1
136_4395,064001-8,2008-1
136_4395,064001-8,2007-1
136_4395,064001-8,2006-1
136_4395,064001-8,2005-1
136_4396,064005-0,2009-1
136_4396,064005-0,2008-1
136_4396,064005-0,2007-1
136_4396,064005-0,2006-1
136_4396,064005-0,2005-1
14_357,059001-0,2006-3
14_357,059001-0,2005-3
14_357,059001-0,2004-3
14_357,059001-0,2003-3
14_3964,059002-9,2006-3
140_4500,065003-0,2012-3
140_4500,065003-0,2011-3
140_4500,065003-0,2010-3
140_4500,065003-0,2009-3
140_4500,065003-0,2008-3
140_4501,065002-1,2012-3
140_4501,065002-1,2011-3
140_4501,065002-1,2010-3
140_4501,065002-1,2009-3
140_4501,065002-1,2008-3
140_4502,065001-3,2012-3
140_4502,065001-3,2011-3
140_4502,065001-3,2010-3
140_4502,065001-3,2009-3
140_4502,065001-3,2008-3
140_6235,065005-6,2014-3
140_6235,065005-6,2013-3
140_6236,065004-8,2014-3
140_6236,065004-8,2013-3
140_6838,065007-2,2014-3
140_6839,065006-4,2014-3
140_6962,065008-0,2015-3
147_4637,066001-9,2012-1
147_4637,066001-9,2011-1
147_4637,066001-9,2010-1
147_4637,066001-9,2009-1
147_4637,066001-9,2008-1
147_4637,066001-9,2007-1
147_4637,066001-9,2006-1
147_4638,066002-7,2011-1
147_4638,066002-7,2010-1
147_4638,066002-7,2009-1
147_4638,066002-7,2008-1
147_4638,066002-7,2007-1
147_4639,066004-3,2012-1
147_4639,066004-3,2011-1
147_4639,066004-3,2010-1
147_4639,066004-3,2009-1
147_4639,066004-3,2008-1
147_4639,066004-3,2007-1
147_4640,066003-5,2012-1
147_4640,066003-5,2011-1
147_4640,066003-5,2010-1
147_4640,066003-5,2009-1
147_4640,066003-5,2008-1
147_4640,066003-5,2007-1
147_5358,066007-8,2012-1
147_5358,066007-8,2011-1
147_5359,066006-0,2012-1
147_5359,066006-0,2011-1
147_5359,066006-0,2010-1
147_5360,066005-1,2011-1
147_5660,066011-6,2012-3
147_5660,066011-6,2011-3
147_5661,066010-8,2014-1
147_5661,066010-8,2012-1
147_5661,066010-8,2011-1
147_5662,066008-6,2014-1
147_5662,066008-6,2012-1
147_5662,066008-6,2011-1
147_5663,066009-4,2012-1
147_5663,066009-4,2011-1
147_7342,066012-4,2019-1
147_7342,066012-4,2018-1
147_7342,066012-4,2017-1
147_7342,066012-4,2016-1
147_7343,066013-2,2019-1
147_7343,066013-2,2018-1
147_7343,066013-2,2017-1
147_7343,066013-2,2016-1
147_7344,066014-0,32000-1
147_7344,066014-0,2023-1
147_7344,066014-0,2022-1
147_7344,066014-0,2021-1
147_7344,066014-0,2020-1
147_7344,066014-0,2019-1
147_7344,066014-0,2018-1
147_7344,066014-0,2017-1
147_7344,066014-0,2016-1
147_7345,066015-9,32000-1
147_7345,066015-9,2023-1
147_7345,066015-9,2022-1
147_7345,066015-9,2021-1
147_7345,066015-9,2020-1
147_7345,066015-9,2019-1
147_7345,066015-9,2018-1
147_7345,066015-9,2017-1
147_7345,066015-9,2016-1
147_9041,066016-7,32000-1
147_9041,066016-7,2023-1
147_9041,066016-7,2022-1
147_9041,066016-7,2021-1
147_9041,066016-7,2020-1
149_4659,067001-4,32000-1
149_4659,067001-4,2024-1
149_4659,067001-4,2023-1
149_4659,067001-4,2022-1
149_4659,067001-4,2021-1
149_4659,067001-4,2020-1
149_4659,067001-4,2019-1
149_4659,067001-4,2018-1
149_4659,067001-4,2017-1
149_4659,067001-4,2016-1
149_4659,067001-4,2015-1
149_4659,067001-4,2014-1
149_4659,067001-4,2013-1
149_4659,067001-4,2012-1
149_4659,067001-4,2011-1
149_4659,067001-4,2010-1
149_4659,067001-4,2009-1
149_4659,067001-4,2008-1
149_4659,067001-4,2007-1
149_4659,067001-4,2006-1
149_4659,067001-4,2005-1
149_4659,067001-4,2004-1
149_4659,067001-4,2003-1
149_4659,067001-4,2002-1
149_4659,067001-4,2001-1
149_4659,067001-4,2000-1
149_4659,067001-4,1999-1
149_4659,067001-4,1998-1
149_4659,067001-4,1997-1
149_4659,067001-4,1996-1
149_4659,067001-4,1995-1
149_4659,067001-4,1994-1
149_4659,067001-4,1993-1
149_4659,067001-4,1992-1
149_4659,067001-4,1991-1
149_4659,067001-4,1990-1
149_4659,067001-4,1989-1
149_4660,067003-0,2015-1
149_4660,067003-0,2014-1
149_4660,067003-0,2013-1
149_4660,067003-0,2012-1
149_4660,067003-0,2011-1
149_4660,067003-0,2010-1
149_4660,067003-0,2009-1
149_4660,067003-0,2008-1
149_4660,067003-0,2007-1
149_4661,067002-2,32000-1
149_4661,067002-2,2023-1
149_4661,067002-2,2022-1
149_4661,067002-2,2021-1
149_4661,067002-2,2020-1
149_4661,067002-2,2019-1
149_4661,067002-2,2018-1
149_4661,067002-2,2017-1
149_4661,067002-2,2015-1
149_4661,067002-2,2014-1
149_4661,067002-2,2013-1
149_4661,067002-2,2012-1
149_4661,067002-2,2011-1
149_4661,067002-2,2010-1
149_4661,067002-2,2009-1
149_4661,067002-2,2008-1
149_4661,067002-2,2007-1
149_4661,067002-2,2006-1
149_4890,067004-9,32000-1
149_4890,067004-9,2023-1
149_4890,067004-9,2022-1
149_4890,067004-9,2021-1
149_4890,067004-9,2020-1
149_4890,067004-9,2019-1
149_4890,067004-9,2018-1
149_4890,067004-9,2017-1
149_4890,067004-9,2016-1
149_4890,067004-9,2015-1
149_4890,067004-9,2014-1
149_4890,067004-9,2013-1
149_4890,067004-9,2012-1
149_4890,067004-9,2011-1
149_4890,067004-9,2010-1
149_4890,067004-9,2009-1
15_358,030017-9,1995-1
15_358,030017-9,1994-1
15_359,030001-2,1997-1
15_359,030001-2,1996-1
15_359,030001-2,1995-1
15_359,030001-2,1994-1
15_360,030010-1,1999-1
15_361,030005-5,1999-1
15_361,030005-5,1998-1
15_361,030005-5,1997-1
15_362,030009-8,2001-1
15_362,030009-8,1999-1
15_362,030009-8,1998-1
15_362,030009-8,1997-1
15_363,030012-8,1999-1
15_363,030012-8,1998-1
15_363,030012-8,1997-1
15_364,030006-3,1999-1
15_364,030006-3,1998-1
15_364,030006-3,1997-1
15_365,030013-6,1999-1
15_365,030013-6,1998-1
15_365,030013-6,1997-1
15_366,030007-1,1999-1
15_366,030007-1,1998-1
15_366,030007-1,1997-1
15_367,030014-4,1999-1
15_367,030014-4,1998-1
15_368,030008-0,1999-1
15_368,030008-0,1998-1
15_369,030002-0,1995-1
15_369,030002-0,1994-1
15_370,030011-0,1995-1
15_371,030004-7,1995-1
15_371,030004-7,1994-1
15_372,030003-9,1995-1
15_372,030003-9,1994-1
152_4771,068002-8,2012-1
152_4771,068002-8,2011-1
152_4771,068002-8,2010-1
152_4771,068002-8,2009-1
152_4771,068002-8,2008-1
152_4771,068002-8,2007-1
152_4772,068001-0,2012-1
152_4772,068001-0,2011-1
152_4772,068001-0,2010-1
152_4772,068001-0,2009-1
152_4773,068003-6,2013-1
152_4773,068003-6,2012-1
152_4773,068003-6,2011-1
152_4773,068003-6,2010-1
152_4773,068003-6,2009-1
152_5277,068005-2,2013-1
152_5277,068005-2,2012-1
152_5277,068005-2,2011-1
152_5277,068005-2,2010-1
152_5278,068004-4,2012-1
152_5278,068004-4,2011-1
152_5278,068004-4,2010-1
152_5396,068007-9,2012-1
152_5396,068007-9,2011-1
152_5397,068006-0,2012-1
152_5397,068006-0,2011-1
152_5592,068008-7,2012-1
152_5592,068008-7,2011-1
153_4791,069002-3,2008-1
153_4791,069002-3,2007-1
153_4792,069001-5,2008-1
154_4851,070004-5,2015-1
154_4851,070004-5,2014-1
154_4851,070004-5,2013-1
154_4851,070004-5,2012-1
154_4851,070004-5,2011-1
154_4851,070004-5,2010-1
154_4851,070004-5,2009-1
154_4852,070005-3,2015-1
154_4852,070005-3,2014-1
154_4852,070005-3,2013-1
154_4852,070005-3,2012-1
154_4852,070005-3,2011-1
154_4852,070005-3,2010-1
154_4852,070005-3,2009-1
154_4853,070001-0,2012-1
154_4853,070001-0,2011-1
154_4853,070001-0,2010-1
154_4853,070001-0,2009-1
154_4854,070002-9,2015-1
154_4854,070002-9,2014-1
154_4854,070002-9,2013-1
154_4854,070002-9,2012-1
154_4854,070002-9,2011-1
154_4854,070002-9,2010-1
154_4854,070002-9,2009-1
154_4855,070003-7,2015-1
154_4855,070003-7,2014-1
154_4855,070003-7,2013-1
154_4855,070003-7,2012-1
154_4855,070003-7,2011-1
154_4855,070003-7,2010-1
154_4855,070003-7,2009-1
154_4855,070003-7,2008-1
154_5470,070006-1,2015-1
154_5470,070006-1,2014-1
154_5470,070006-1,2013-1
154_5470,070006-1,2012-1
154_5470,070006-1,2011-1
154_6108,070007-0,2015-1
154_6108,070007-0,2014-1
154_6108,070007-0,2013-1
154_6108,070007-0,2012-1
154_6108,070007-0,2011-1
154_7666,070008-8,2016-1
156_10098,071053-9,2023-1
156_10161,071054-7,32000-1
156_10161,071054-7,2023-1
156_10628,071055-5,32000-1
156_10628,071055-5,2023-1
156_10750,071056-3,32000-1
156_10750,071056-3,2024-1
156_4892,071002-4,2012-1
156_4892,071002-4,2011-1
156_4892,071002-4,2010-1
156_4892,071002-4,2009-1
156_4892,071002-4,2008-1
156_4893,071001-6,2012-1
156_4893,071001-6,2011-1
156_4893,071001-6,2010-1
156_4893,071001-6,2009-1
156_4893,071001-6,2008-1
156_4893,071001-6,2007-1
156_4894,071003-2,2013-1
156_4894,071003-2,2012-1
156_4894,071003-2,2011-1
156_4894,071003-2,2010-1
156_4894,071003-2,2009-1
156_4894,071003-2,2008-1
156_4894,071003-2,2007-1
156_4894,071003-2,2006-1
156_4894,071003-2,2005-1
156_4895,071004-0,2012-1
156_4895,071004-0,2011-1
156_4895,071004-0,2010-1
156_4895,071004-0,2009-1
156_4895,071004-0,2008-1
156_5074,071005-9,2012-1
156_5074,071005-9,2011-1
156_5074,071005-9,2010-1
156_5074,071005-9,2009-1
156_5075,071006-7,2015-1
156_5075,071006-7,2014-1
156_5075,071006-7,2013-1
156_5075,071006-7,2012-1
156_5075,071006-7,2011-1
156_5075,071006-7,2010-1
156_5075,071006-7,2009-1
156_5075,071006-7,2008-1
156_5472,071007-5,2016-1
156_5472,071007-5,2015-1
156_5472,071007-5,2014-1
156_5472,071007-5,2013-1
156_5472,071007-5,2012-1
156_5472,071007-5,2011-1
156_5473,071008-3,2013-1
156_5473,071008-3,2012-1
156_5473,071008-3,2011-1
156_5473,071008-3,2010-1
156_5473,071008-3,2009-1
156_5501,071010-5,2014-1
156_5501,071010-5,2013-1
156_5501,071010-5,2012-1
156_5501,071010-5,2011-1
156_5502,071009-1,2016-1
156_5502,071009-1,2015-1
156_5502,071009-1,2014-1
156_5502,071009-1,2013-1
156_5502,071009-1,2012-1
156_5502,071009-1,2011-1
156_5595,071012-1,2012-1
156_5595,071012-1,2011-1
156_5595,071012-1,2010-1
156_5596,071011-3,2013-1
156_5596,071011-3,2012-1
156_5596,071011-3,2011-1
156_5687,071013-0,2012-1
156_5688,071014-8,2014-1
156_5688,071014-8,2013-1
156_5688,071014-8,2012-1
156_5731,071015-6,2012-1
156_5732,071016-4,2013-1
156_5732,071016-4,2012-1
156_6069,071017-2,2012-1
156_6070,071018-0,2015-1
156_6070,071018-0,2014-1
156_6070,071018-0,2013-1
156_6070,071018-0,2012-1
156_6492,071019-9,2015-1
156_6492,071019-9,2014-1
156_6492,071019-9,2013-1
156_6543,071020-2,2014-1
156_6543,071020-2,2013-1
156_6563,071024-5,2014-1
156_6563,071024-5,2013-1
156_6564,071022-9,2014-1
156_6564,071022-9,2013-1
156_6565,071021-0,2013-1
156_6566,071023-7,2014-1
156_6566,071023-7,2013-1
156_6592,071025-3,2013-1
156_6643,071026-1,2014-1
156_6643,071026-1,2013-1
156_6666,071027-0,2016-1
156_6666,071027-0,2015-1
156_6666,071027-0,2014-1
156_6701,071028-8,2016-1
156_6701,071028-8,2015-1
156_6701,071028-8,2014-1
156_6868,071029-6,2021-1
156_6868,071029-6,2020-1
156_6868,071029-6,2019-1
156_6868,071029-6,2018-1
156_6868,071029-6,2017-1
156_6868,071029-6,2016-1
156_6868,071029-6,2015-1
156_6868,071029-6,2014-1
156_6869,071030-0,32000-1
156_6869,071030-0,2024-1
156_6869,071030-0,2023-1
156_6869,071030-0,2022-1
156_6869,071030-0,2021-1
156_6869,071030-0,2020-1
156_6869,071030-0,2019-1
156_6869,071030-0,2018-1
156_6869,071030-0,2017-1
156_6869,071030-0,2016-1
156_6869,071030-0,2015-1
156_6869,071030-0,2014-1
156_7123,071031-8,2015-1
156_7123,071031-8,2014-1
156_7162,071033-4,2021-1
156_7162,071033-4,2020-1
156_7162,071033-4,2019-1
156_7162,071033-4,2018-1
156_7162,071033-4,2016-1
156_7162,071033-4,2015-1
156_7163,071032-6,32000-1
156_7163,071032-6,2024-1
156_7163,071032-6,2023-1
156_7163,071032-6,2022-1
156_7163,071032-6,2021-1
156_7163,071032-6,2020-1
156_7163,071032-6,2019-1
156_7163,071032-6,2018-1
156_7163,071032-6,2017-1
156_7163,071032-6,2016-1
156_7163,071032-6,2015-1
156_7357,071034-2,32000-1
156_7357,071034-2,2024-1
156_7357,071034-2,2023-1
156_7357,071034-2,2022-1
156_7357,071034-2,2021-1
156_7357,071034-2,2020-1
156_7357,071034-2,2019-1
156_7357,071034-2,2018-1
156_7357,071034-2,2017-1
156_7357,071034-2,2016-1
156_7431,071035-0,2019-1
156_7431,071035-0,2018-1
156_7431,071035-0,2017-1
156_7431,071035-0,2016-1
156_7720,071036-9,2022-1
156_7720,071036-9,2021-1
156_7720,071036-9,2020-1
156_7720,071036-9,2019-1
156_7720,071036-9,2018-1
156_7720,071036-9,2017-1
156_7720,071036-9,2016-1
156_7906,071037-7,2022-1
156_7906,071037-7,2021-1
156_7906,071037-7,2020-1
156_7906,071037-7,2019-1
156_7906,071037-7,2018-1
156_7906,071037-7,2017-1
156_7907,071038-5,2020-1
156_7907,071038-5,2019-1
156_7907,071038-5,2018-1
156_7907,071038-5,2017-1
156_7907,071038-5,2014-1
156_7908,071039-3,2020-1
156_7908,071039-3,2019-1
156_7908,071039-3,2018-1
156_7908,071039-3,2017-1
156_7909,071040-7,2018-1
156_7909,071040-7,2017-1
156_8131,071041-5,32000-1
156_8131,071041-5,2024-1
156_8131,071041-5,2023-1
156_8131,071041-5,2022-1
156_8131,071041-5,2021-1
156_8131,071041-5,2020-1
156_8131,071041-5,2019-1
156_8131,071041-5,2018-1
156_8131,071041-5,2017-1
156_8242,071042-3,2015-1
156_8526,071043-1,2020-1
156_8526,071043-1,2019-1
156_8549,071044-0,2021-1
156_8549,071044-0,2020-1
156_8549,071044-0,2019-1
156_8926,071046-6,2022-1
156_8926,071046-6,2021-1
156_8926,071046-6,2020-1
156_9198,071047-4,2021-1
156_9548,071049-0,32000-1
156_9548,071049-0,2023-1
156_9548,071049-0,2022-1
156_9549,071048-2,32000-1
156_9549,071048-2,2023-1
156_9549,071048-2,2022-1
156_9550,071050-4,2022-1
156_9981,071051-2,2022-1
156_9982,071045-8,32000-1
156_9982,071045-8,2024-1
156_9982,071045-8,2023-1
156_9982,071045-8,2022-1
156_9982,071045-8,2021-1
156_9982,071045-8,2020-1
156_9982,071045-8,2019-1
156_9983,071052-0,32000-1
156_9983,071052-0,2023-1
157_4902,072002-0,2015-1
157_4902,072002-0,2014-1
157_4902,072002-0,2013-1
157_4902,072002-0,2012-1
157_4902,072002-0,2011-1
157_4902,072002-0,2010-1
157_4902,072002-0,2009-1
157_4902,072002-0,2008-1
157_4903,072001-1,2015-1
157_4903,072001-1,2014-1
157_4903,072001-1,2013-1
157_4903,072001-1,2012-1
157_4903,072001-1,2011-1
157_4903,072001-1,2010-1
157_4903,072001-1,2009-1
157_4903,072001-1,2008-1
157_5147,072003-8,2011-1
157_5147,072003-8,2010-1
157_5147,072003-8,2009-1
157_5147,072003-8,2008-1
157_5284,072004-6,2015-1
157_5284,072004-6,2014-1
157_5284,072004-6,2013-1
157_5284,072004-6,2012-1
157_5284,072004-6,2011-1
157_5284,072004-6,2010-1
157_5403,072005-4,2011-1
157_5403,072005-4,2010-1
16_373,012012-0,1995-1
16_373,012012-0,1994-1
16_374,012011-1,1995-1
16_374,012011-1,1994-1
16_375,012015-4,1995-1
16_375,012015-4,1994-1
16_376,012001-4,1995-1
16_376,012001-4,1994-1
16_377,012006-5,1995-1
16_377,012006-5,1994-1
16_378,012002-2,1995-1
16_378,012002-2,1994-1
16_379,012010-3,1995-1
16_380,012013-8,1999-1
16_380,012013-8,1998-1
16_380,012013-8,1997-1
16_380,012013-8,1996-1
16_380,012013-8,1995-1
16_381,012003-0,1998-1
16_381,012003-0,1997-1
16_381,012003-0,1996-1
16_381,012003-0,1995-1
16_382,012004-9,1997-1
16_382,012004-9,1996-1
16_382,012004-9,1995-1
16_383,012009-0,1995-1
16_383,012009-0,1994-1
16_384,012005-7,1997-1
16_384,012005-7,1996-1
16_384,012005-7,1995-1
16_384,012005-7,1994-1
16_385,012007-3,1999-1
16_385,012007-3,1998-1
16_385,012007-3,1997-1
16_385,012007-3,1996-1
16_386,012014-6,1997-1
16_386,012014-6,1996-1
16_387,012008-1,1999-1
16_387,012008-1,1998-1
16_387,012008-1,1997-1
161_10067,093008-3,32000-1
161_10067,093008-3,2024-1
161_10067,093008-3,2023-1
161_10068,093009-1,32000-1
161_10068,093009-1,2024-1
161_10068,093009-1,2023-1
161_10114,093011-3,32000-1
161_10114,093011-3,2024-1
161_10114,093011-3,2023-1
161_10133,093012-1,32000-1
161_10133,093012-1,2023-1
161_10182,093013-0,32000-1
161_10182,093013-0,2024-1
161_10182,093013-0,2023-1
161_10742,093015-6,32000-1
161_10742,093015-6,2024-1
161_10743,093014-8,32000-1
161_10743,093014-8,2024-1
161_10764,093016-4,32000-1
161_10764,093016-4,2024-1
161_5021,073001-7,2015-1
161_5021,073001-7,2014-1
161_5021,073001-7,2013-1
161_5021,073001-7,2012-1
161_5021,073001-7,2011-1
161_5021,073001-7,2010-1
161_5021,073001-7,2009-1
161_5208,073003-3,2012-1
161_5208,073003-3,2011-1
161_5208,073003-3,2010-1
161_5209,073004-1,2012-1
161_5209,073004-1,2011-1
161_5209,073004-1,2010-1
161_5210,073002-5,2015-1
161_5210,073002-5,2014-1
161_5210,073002-5,2013-1
161_5210,073002-5,2012-1
161_5210,073002-5,2011-1
161_5210,073002-5,2010-1
161_5534,073005-0,2015-1
161_5534,073005-0,2014-1
161_5534,073005-0,2013-1
161_5534,073005-0,2012-1
161_5534,073005-0,2011-1
161_5740,073006-8,2012-1
161_5740,073006-8,2011-1
161_5740,073006-8,2010-1
161_6379,073007-6,2017-1
161_6379,073007-6,2016-1
161_6379,073007-6,2015-1
161_6379,073007-6,2014-1
161_6379,073007-6,2013-1
161_6380,073008-4,2018-1
161_6380,073008-4,2017-1
161_6380,073008-4,2016-1
161_6380,073008-4,2015-1
161_6380,073008-4,2014-1
161_6380,073008-4,2013-1
161_6661,073009-2,2015-1
161_6661,073009-2,2014-1
161_6661,073009-2,2013-1
161_7089,073010-6,2015-1
161_7222,073012-2,2018-1
161_7222,073012-2,2017-1
161_7222,073012-2,2016-1
161_7222,073012-2,2015-1
161_7223,073013-0,2018-1
161_7223,073013-0,2017-1
161_7223,073013-0,2016-1
161_7223,073013-0,2015-1
161_7224,073014-9,2020-1
161_7224,073014-9,2019-1
161_7224,073014-9,2018-1
161_7224,073014-9,2017-1
161_7224,073014-9,2016-1
161_7224,073014-9,2015-1
161_7225,073011-4,2020-1
161_7225,073011-4,2019-1
161_7225,073011-4,2018-1
161_7225,073011-4,2017-1
161_7225,073011-4,2016-1
161_7225,073011-4,2015-1
161_7902,073015-7,2019-1
161_7902,073015-7,2018-1
161_8278,073016-5,2019-1
161_8278,073016-5,2018-1
161_8279,073017-3,2022-1
161_8279,073017-3,2021-1
161_8279,073017-3,2020-1
161_8279,073017-3,2019-1
161_8339,073018-1,2022-1
161_8339,073018-1,2021-1
161_8339,073018-1,2020-1
161_8339,073018-1,2019-1
161_8340,073019-0,2022-1
161_8340,073019-0,2021-1
161_8340,073019-0,2020-1
161_8340,073019-0,2019-1
161_8513,073020-3,2020-1
161_8513,073020-3,2019-1
161_8514,073021-1,2021-1
161_8514,073021-1,2020-1
161_8514,073021-1,2019-1
161_8571,073023-8,2022-1
161_8571,073023-8,2021-1
161_8571,073023-8,2020-1
161_8571,073023-8,2019-1
161_8572,073022-0,2022-1
161_8572,073022-0,2021-1
161_8572,073022-0,2020-1
161_8572,073022-0,2019-1
